id,platform,gene,value
6,platform3,gene1,-0.457760533
6,platform4,gene1,0.103638004
6,platform5,gene1,-0.662607276
6,platform6,gene1,2.006680691
6,platform1,gene2,-0.272267534
6,platform2,gene2,-1.21394447
6,platform3,gene2,-0.141261757
6,platform4,gene2,-1.005377582
6,platform5,gene2,0.156155707
6,platform6,gene2,0.233633614
6,platform1,gene3,0.355587612
6,platform2,gene3,-1.621858259
6,platform3,gene3,0.220711291
6,platform4,gene3,0.310450081
6,platform5,gene3,-1.421108448
6,platform6,gene3,0.95536564
6,platform1,gene4,0.784170879
6,platform2,gene4,2.299619361
6,platform3,gene4,0.156702987
6,platform4,gene4,0.046733528
6,platform5,gene4,0.096585834
6,platform6,gene4,0.069766231
6,platform1,gene5,-1.848472775
6,platform2,gene5,-1.671127059
6,platform3,gene5,-0.077538967
6,platform4,gene5,-0.581067381
6,platform5,gene5,0.054736525
6,platform6,gene5,-2.111208373
6,platform1,gene6,-1.498698255
6,platform2,gene6,-1.101483439
6,platform3,gene6,0.986058221
6,platform4,gene6,-1.098490007
6,platform5,gene6,-0.799513954
6,platform6,gene6,0.079873819
7,platform1,gene1,-0.322746362
7,platform2,gene1,0.146417179
7,platform3,gene1,2.305061982
7,platform4,gene1,-1.124603671
7,platform5,gene1,-0.30546964
7,platform6,gene1,-0.51675945
7,platform1,gene2,1.512395427
7,platform2,gene2,-0.769484923
7,platform3,gene2,-0.082086904
7,platform4,gene2,0.787133614
7,platform5,gene2,-1.058590536
7,platform6,gene2,1.655175816
7,platform1,gene3,0.675762415
7,platform2,gene3,-1.07420661
7,platform3,gene3,0.454577809
7,platform4,gene3,-0.213307143
7,platform5,gene3,0.313228772
7,platform6,gene3,-0.089975197
7,platform1,gene4,1.070516037
7,platform2,gene4,-1.351100386
7,platform3,gene4,-0.522616697
7,platform4,gene4,-0.249190678
7,platform5,gene4,-0.995798725
7,platform6,gene4,-1.039955044
7,platform1,gene5,-0.017980241
7,platform2,gene5,-0.132175133
7,platform3,gene5,-2.549342775
7,platform4,gene5,1.040573456
7,platform5,gene5,0.249725736
7,platform6,gene5,2.416207373
7,platform1,gene6,0.685198238
7,platform2,gene6,-0.446959309
7,platform3,gene6,2.797391147
7,platform4,gene6,2.832226024
7,platform5,gene6,-1.218711816
7,platform6,gene6,0.469031956
8,platform1,gene1,-0.211246919
8,platform2,gene1,0.187051147
8,platform3,gene1,0.227542729
8,platform4,gene1,-1.261900463
8,platform5,gene1,0.28558958
8,platform6,gene1,1.749247363
8,platform1,gene2,-0.164090004
8,platform2,gene2,-0.162926711
8,platform3,gene2,1.398572006
8,platform4,gene2,0.898396241
8,platform5,gene2,-1.648494818
8,platform6,gene2,0.228556973
8,platform1,gene3,1.653547235
8,platform2,gene3,1.41527635
8,platform3,gene3,0.419951604
8,platform4,gene3,0.721220807
8,platform5,gene3,-1.196935212
8,platform6,gene3,0.300131567
8,platform1,gene4,-0.954448935
8,platform2,gene4,-0.458018068
8,platform3,gene4,0.935603684
8,platform4,gene4,-1.136893112
8,platform5,gene4,0.266918251
8,platform6,gene4,0.428332039
8,platform1,gene5,0.05491197
8,platform2,gene5,1.822188822
8,platform3,gene5,-1.022347329
8,platform4,gene5,0.606130261
8,platform5,gene5,-0.088930567
8,platform6,gene5,-0.260832244
8,platform1,gene6,0.464091234
8,platform2,gene6,-1.020400591
8,platform3,gene6,-1.313450917
8,platform4,gene6,-0.494480875
8,platform5,gene6,1.75175715
8,platform6,gene6,0.055764775
9,platform1,gene1,0.331434398
9,platform2,gene1,-0.189846638
9,platform3,gene1,0.470492732
9,platform4,gene1,-0.951679543
9,platform5,gene1,1.157910467
9,platform6,gene1,0.58470526
9,platform1,gene2,-0.806452823
9,platform2,gene2,0.054553246
9,platform3,gene2,0.716331619
9,platform4,gene2,0.557730982
9,platform5,gene2,1.481934016
9,platform6,gene2,-0.612987755
9,platform1,gene3,1.116136615
9,platform2,gene3,1.03654801
9,platform3,gene3,-0.162483132
9,platform4,gene3,-0.975926693
9,platform5,gene3,-1.089145191
9,platform6,gene3,0.457786958
9,platform1,gene4,-0.071126734
9,platform2,gene4,1.779102667
9,platform3,gene4,0.53513796
9,platform4,gene4,-0.371944875
9,platform5,gene4,-1.025542248
9,platform6,gene4,-0.582401675
9,platform1,gene5,0.342888393
9,platform2,gene5,-0.450934647
9,platform3,gene5,0.51423012
9,platform4,gene5,-0.334338052
9,platform5,gene5,-0.105559909
9,platform6,gene5,-0.730509673
9,platform1,gene6,1.905043585
9,platform2,gene6,0.332621731
9,platform3,gene6,0.23063364
9,platform4,gene6,-1.691862415
9,platform5,gene6,0.6597919
9,platform6,gene6,-1.023623589
10,platform1,gene1,-0.891521574
10,platform2,gene1,0.918341171
10,platform3,gene1,-0.452700647
10,platform4,gene1,-1.74837228
10,platform5,gene1,1.76990411
10,platform6,gene1,-2.377406925
10,platform1,gene2,0.57281153
10,platform2,gene2,1.017249249
10,platform3,gene2,-0.630967867
10,platform4,gene2,0.444287051
10,platform5,gene2,0.439130388
10,platform6,gene2,1.040623153
10,platform1,gene3,0.484099388
10,platform2,gene3,-0.244883779
10,platform3,gene3,0.915992058
10,platform4,gene3,0.800622357
10,platform5,gene3,-0.936569034
10,platform6,gene3,-1.400787434
10,platform1,gene4,0.16027754
10,platform2,gene4,-0.273962375
10,platform3,gene4,-0.985539113
10,platform4,gene4,0.08393068
10,platform5,gene4,-1.319996526
10,platform6,gene4,0.161226351
10,platform1,gene5,-0.624928388
10,platform2,gene5,0.957164274
10,platform3,gene5,2.424489141
10,platform4,gene5,-0.915979244
10,platform5,gene5,1.057664171
10,platform6,gene5,0.825149728
10,platform1,gene6,-0.070194224
10,platform2,gene6,-0.453646374
10,platform3,gene6,1.575307707
10,platform4,gene6,-2.005457818
10,platform5,gene6,-0.643194792
10,platform6,gene6,-1.436843444
11,platform1,gene1,1.395313439
11,platform2,gene1,-0.190703433
11,platform3,gene1,-0.524671199
11,platform4,gene1,3.184044474
11,platform5,gene1,-0.050037268
11,platform6,gene1,-0.443749312
11,platform1,gene2,0.29986525
11,platform2,gene2,-1.568424621
11,platform3,gene2,0.490302643
11,platform4,gene2,-0.096163201
11,platform5,gene2,0.468525123
11,platform6,gene2,-0.982370636
11,platform1,gene3,-1.022983842
11,platform2,gene3,-0.693414663
11,platform3,gene3,-0.767989573
11,platform4,gene3,1.299049967
11,platform5,gene3,1.579145562
11,platform6,gene3,-0.156891953
11,platform1,gene4,-0.358936561
11,platform2,gene4,-0.32903883
11,platform3,gene4,0.069236478
11,platform4,gene4,0.096904234
11,platform5,gene4,0.290034388
11,platform6,gene4,-0.746678941
11,platform1,gene5,-0.846896389
11,platform2,gene5,1.197077664
11,platform3,gene5,-0.548627361
11,platform4,gene5,0.303045695
11,platform5,gene5,-0.056970534
11,platform6,gene5,-0.957849392
11,platform1,gene6,0.591061909
11,platform2,gene6,0.173104873
11,platform3,gene6,1.399783356
11,platform4,gene6,0.117459585
11,platform5,gene6,-0.331545758
11,platform6,gene6,0.278294913
12,platform1,gene1,-1.185591649
12,platform2,gene1,-0.835894053
12,platform3,gene1,0.510273251
12,platform4,gene1,-0.333120901
12,platform5,gene1,-0.065960946
12,platform6,gene1,-0.115221709
12,platform1,gene2,-0.650512619
12,platform2,gene2,-2.018688659
12,platform3,gene2,0.34883497
12,platform4,gene2,0.761639508
12,platform5,gene2,-1.288716235
12,platform6,gene2,1.482402718
12,platform1,gene3,0.385154824
12,platform2,gene3,1.341640295
12,platform3,gene3,-0.957170471
12,platform4,gene3,0.166781288
12,platform5,gene3,-0.100013959
12,platform6,gene3,0.768507432
12,platform1,gene4,-0.575859568
12,platform2,gene4,-0.010097672
12,platform3,gene4,-1.778659149
12,platform4,gene4,-0.777621443
12,platform5,gene4,0.125033884
12,platform6,gene4,-0.706321492
12,platform1,gene5,-0.043569486
12,platform2,gene5,-0.467925974
12,platform3,gene5,0.606930136
12,platform4,gene5,1.168488309
12,platform5,gene5,-0.822501413
12,platform6,gene5,-0.307036559
12,platform1,gene6,1.439761258
12,platform2,gene6,-2.198923254
12,platform3,gene6,-0.319837792
12,platform4,gene6,2.064704284
12,platform5,gene6,2.193590069
12,platform6,gene6,0.156595323
13,platform1,gene1,-0.863608951
13,platform2,gene1,0.165457419
13,platform3,gene1,-0.652774396
13,platform4,gene1,1.452817282
13,platform5,gene1,-0.806482656
13,platform6,gene1,0.372911595
13,platform1,gene2,0.619850075
13,platform2,gene2,-0.757510161
13,platform3,gene2,0.851524682
13,platform4,gene2,-0.747929971
13,platform5,gene2,0.63023983
13,platform6,gene2,1.096661633
13,platform1,gene3,-0.988442922
13,platform2,gene3,1.107995041
13,platform3,gene3,-0.489532871
13,platform4,gene3,0.294353388
13,platform5,gene3,0.201837472
13,platform6,gene3,-0.427196386
13,platform1,gene4,0.26810287
13,platform2,gene4,-1.230430925
13,platform3,gene4,-0.136136872
13,platform4,gene4,0.825790832
13,platform5,gene4,-2.174124649
13,platform6,gene4,-1.487926187
13,platform1,gene5,-1.161937558
13,platform2,gene5,-1.589089694
13,platform3,gene5,0.419583039
13,platform4,gene5,-0.99292835
13,platform5,gene5,-2.164547085
13,platform6,gene5,-0.637568765
13,platform1,gene6,-0.390635251
13,platform2,gene6,0.856785474
13,platform3,gene6,-1.103752136
13,platform4,gene6,1.161289256
13,platform5,gene6,0.398362716
13,platform6,gene6,0.362352158
14,platform1,gene1,-0.85252567
14,platform2,gene1,1.95366788
14,platform3,gene1,-0.164270832
14,platform4,gene1,-1.824897584
14,platform5,gene1,-0.203856471
14,platform6,gene1,-1.934444071
14,platform1,gene2,-0.310510116
14,platform2,gene2,-0.422227003
14,platform3,gene2,0.68182969
14,platform4,gene2,1.009496186
14,platform5,gene2,-0.726104965
14,platform6,gene2,0.806108868
14,platform1,gene3,1.42432311
14,platform2,gene3,-0.784144005
14,platform3,gene3,-0.652404366
14,platform4,gene3,0.650778363
14,platform5,gene3,0.18304797
14,platform6,gene3,0.54877496
14,platform1,gene4,1.404684295
14,platform2,gene4,0.38708312
14,platform3,gene4,1.05170127
14,platform4,gene4,0.622905462
14,platform5,gene4,0.43362039
14,platform6,gene4,0.386084438
14,platform1,gene5,1.291323304
14,platform2,gene5,-1.002259874
14,platform3,gene5,-1.105182729
14,platform4,gene5,0.591946003
14,platform5,gene5,-0.119689664
14,platform6,gene5,0.074005212
14,platform1,gene6,0.741277377
14,platform2,gene6,0.753295048
14,platform3,gene6,-0.262670503
14,platform4,gene6,-0.312543869
14,platform5,gene6,0.073598609
14,platform6,gene6,1.063017789
15,platform1,gene1,0.426020487
15,platform2,gene1,1.433007511
15,platform3,gene1,-0.00763687
15,platform4,gene1,1.125667605
15,platform5,gene1,0.883002311
15,platform6,gene1,0.612083461
15,platform1,gene2,0.414700707
15,platform2,gene2,-0.279882397
15,platform3,gene2,-0.109037509
15,platform4,gene2,0.229395496
15,platform5,gene2,0.048888891
15,platform6,gene2,0.943224468
15,platform1,gene3,-0.109317123
15,platform2,gene3,-0.070376922
15,platform3,gene3,-0.484319088
15,platform4,gene3,-0.138336329
15,platform5,gene3,-0.068765642
15,platform6,gene3,-2.313735774
15,platform1,gene4,-1.364831697
15,platform2,gene4,-0.07248691
15,platform3,gene4,-0.265283775
15,platform4,gene4,-1.200869328
15,platform5,gene4,-1.991538176
15,platform6,gene4,-0.35436922
15,platform1,gene5,0.653495766
15,platform2,gene5,1.773238632
15,platform3,gene5,-0.038456794
15,platform4,gene5,1.493184841
15,platform5,gene5,0.083022158
15,platform6,gene5,0.115532104
15,platform1,gene6,0.324825313
15,platform2,gene6,-0.870577245
15,platform3,gene6,-0.051718213
15,platform4,gene6,0.908447699
15,platform5,gene6,-0.749725787
15,platform6,gene6,-0.32160607
16,platform1,gene1,-1.14777075
16,platform2,gene1,0.354352196
16,platform3,gene1,0.424799782
16,platform4,gene1,0.648347351
16,platform5,gene1,-1.219810032
16,platform6,gene1,0.107235035
16,platform1,gene2,-0.944057692
16,platform2,gene2,-0.000384649
16,platform3,gene2,1.34262392
16,platform4,gene2,-0.503525287
16,platform5,gene2,0.716683321
16,platform6,gene2,-0.749668584
16,platform1,gene3,-0.47852821
16,platform2,gene3,0.438721751
16,platform3,gene3,-0.67911227
16,platform4,gene3,-1.702964835
16,platform5,gene3,1.265168435
16,platform6,gene3,0.360357238
16,platform1,gene4,-0.583639441
16,platform2,gene4,-1.994078787
16,platform3,gene4,1.902209771
16,platform4,gene4,3.390370821
16,platform5,gene4,0.207480407
16,platform6,gene4,0.849806648
16,platform1,gene5,1.224560312
16,platform2,gene5,-0.701804434
16,platform3,gene5,-0.35119623
16,platform4,gene5,-1.727121037
16,platform5,gene5,-0.736578232
16,platform6,gene5,0.622409783
16,platform1,gene6,-0.290715989
16,platform2,gene6,-0.214211534
16,platform3,gene6,-0.112559552
16,platform4,gene6,-1.863666982
16,platform5,gene6,0.837629934
16,platform6,gene6,-1.443492889
17,platform1,gene1,-0.208570162
17,platform2,gene1,-0.438563462
17,platform3,gene1,-0.218593817
17,platform4,gene1,1.459965945
17,platform5,gene1,-0.582059918
17,platform6,gene1,-0.783097596
17,platform1,gene2,-1.519653995
17,platform2,gene2,-0.805698082
17,platform3,gene2,-1.166184707
17,platform4,gene2,0.407946196
17,platform5,gene2,-0.863004246
17,platform6,gene2,0.304042035
17,platform1,gene3,-0.146427488
17,platform2,gene3,-1.43356218
17,platform3,gene3,-0.790607786
17,platform4,gene3,0.885112455
17,platform5,gene3,0.903076086
17,platform6,gene3,2.005573274
17,platform1,gene4,-0.003580308
17,platform2,gene4,-1.495826814
17,platform3,gene4,-0.768417027
17,platform4,gene4,0.408488505
17,platform5,gene4,1.900136335
17,platform6,gene4,0.110009123
17,platform1,gene5,1.140386825
17,platform2,gene5,0.768081305
17,platform3,gene5,-1.168091622
17,platform4,gene5,-0.171112652
17,platform5,gene5,1.305261536
17,platform6,gene5,0.87609611
17,platform1,gene6,0.463796142
17,platform2,gene6,0.477114245
17,platform3,gene6,-0.4914053
17,platform4,gene6,-1.319385313
17,platform5,gene6,1.295425791
17,platform6,gene6,-1.420219492
18,platform1,gene1,-0.93889592
18,platform2,gene1,0.628964993
18,platform3,gene1,-1.262194549
18,platform4,gene1,-0.551870413
18,platform5,gene1,-1.182799507
18,platform6,gene1,0.620663558
18,platform1,gene2,0.446313017
18,platform2,gene2,0.421884693
18,platform3,gene2,0.442464772
18,platform4,gene2,0.557245746
18,platform5,gene2,0.639356492
18,platform6,gene2,-1.968661557
18,platform1,gene3,-0.148816361
18,platform2,gene3,0.112463813
18,platform3,gene3,0.724676203
18,platform4,gene3,-1.187486076
18,platform5,gene3,-0.49960019
18,platform6,gene3,-1.073642991
18,platform1,gene4,1.057240213
18,platform2,gene4,1.279072583
18,platform3,gene4,0.787676725
18,platform4,gene4,-1.222403383
18,platform5,gene4,0.451952117
18,platform6,gene4,1.150449186
18,platform1,gene5,0.167940981
18,platform2,gene5,-0.566109333
18,platform3,gene5,-1.086118241
18,platform4,gene5,-0.665302796
18,platform5,gene5,0.714848356
18,platform6,gene5,-0.4316611
18,platform1,gene6,0.22761494
18,platform2,gene6,1.294945796
18,platform3,gene6,0.57833494
18,platform4,gene6,1.364672781
18,platform5,gene6,-1.701579803
18,platform6,gene6,-0.28067628
19,platform1,gene1,0.065068019
19,platform2,gene1,0.578589292
19,platform3,gene1,-1.169206622
19,platform4,gene1,0.806184855
19,platform5,gene1,0.307390076
19,platform6,gene1,0.263806014
19,platform1,gene2,0.508484792
19,platform2,gene2,-0.11635844
19,platform3,gene2,0.925546098
19,platform4,gene2,0.648229774
19,platform5,gene2,-0.150209374
19,platform6,gene2,1.040377019
19,platform1,gene3,0.292558685
19,platform2,gene3,0.668751399
19,platform3,gene3,-0.594177642
19,platform4,gene3,1.580431837
19,platform5,gene3,-0.003988944
19,platform6,gene3,0.847842769
19,platform1,gene4,-0.100116526
19,platform2,gene4,-0.279629907
19,platform3,gene4,0.784438245
19,platform4,gene4,-1.584616645
19,platform5,gene4,0.478366148
19,platform6,gene4,0.393566373
19,platform1,gene5,-2.695329369
19,platform2,gene5,0.368377329
19,platform3,gene5,-2.168417747
19,platform4,gene5,0.659804377
19,platform5,gene5,-0.453913733
19,platform6,gene5,-0.694936825
19,platform1,gene6,-0.006846303
19,platform2,gene6,1.373052045
19,platform3,gene6,-0.635323077
19,platform4,gene6,0.558103294
19,platform5,gene6,0.341157868
19,platform6,gene6,-1.179518629
20,platform1,gene1,-1.741022017
20,platform2,gene1,-1.992585771
20,platform3,gene1,0.551274211
20,platform4,gene1,-0.034742062
20,platform5,gene1,1.850571704
20,platform6,gene1,0.573675108
20,platform1,gene2,0.849695891
20,platform2,gene2,1.334383585
20,platform3,gene2,-0.500719098
20,platform4,gene2,0.510097928
20,platform5,gene2,0.86879327
20,platform6,gene2,1.369351688
20,platform1,gene3,0.762651146
20,platform2,gene3,0.421147173
20,platform3,gene3,-0.868224047
20,platform4,gene3,0.729560361
20,platform5,gene3,0.500265872
20,platform6,gene3,0.634250254
20,platform1,gene4,0.423645046
20,platform2,gene4,-0.201838045
20,platform3,gene4,-0.076865898
20,platform4,gene4,0.687364113
20,platform5,gene4,0.171631507
20,platform6,gene4,-0.830108574
20,platform1,gene5,-0.29015912
20,platform2,gene5,-1.319125724
20,platform3,gene5,-0.967031903
20,platform4,gene5,-0.14461107
20,platform5,gene5,-1.798132556
20,platform6,gene5,-1.688542475
20,platform1,gene6,1.102565199
20,platform2,gene6,-0.576618924
20,platform3,gene6,-1.85169173
20,platform4,gene6,-0.112863239
20,platform5,gene6,1.321069267
20,platform6,gene6,0.662254297
21,platform1,gene1,0.441383198
21,platform2,gene1,1.183745912
21,platform3,gene1,-0.771501441
21,platform4,gene1,0.729689191
21,platform5,gene1,-0.587085616
21,platform6,gene1,0.000764186
21,platform1,gene2,2.214465319
21,platform2,gene2,0.969434396
21,platform3,gene2,0.768007714
21,platform4,gene2,-1.108327912
21,platform5,gene2,-0.78623592
21,platform6,gene2,2.28411648
21,platform1,gene3,-1.093300764
21,platform2,gene3,0.214479375
21,platform3,gene3,0.89257106
21,platform4,gene3,1.018757972
21,platform5,gene3,1.089112011
21,platform6,gene3,-0.16312899
21,platform1,gene4,-0.820986697
21,platform2,gene4,-0.307257233
21,platform3,gene4,-0.902098009
21,platform4,gene4,0.627068743
21,platform5,gene4,1.120355028
21,platform6,gene4,2.127213552
21,platform1,gene5,0.366114383
21,platform2,gene5,-0.874781377
21,platform3,gene5,1.024474863
21,platform4,gene5,0.904758894
21,platform5,gene5,-0.238248696
21,platform6,gene5,-1.557854904
21,platform1,gene6,0.761309895
21,platform2,gene6,1.129144396
21,platform3,gene6,-0.295107831
21,platform4,gene6,0.536242818
21,platform5,gene6,-0.275890475
21,platform6,gene6,0.682315245
22,platform1,gene1,-0.117290715
22,platform2,gene1,-0.344675864
22,platform3,gene1,0.111620498
22,platform4,gene1,-0.283405315
22,platform5,gene1,-0.591017164
22,platform6,gene1,-0.315936931
22,platform1,gene2,-0.008152152
22,platform2,gene2,0.207495141
22,platform3,gene2,1.532423622
22,platform4,gene2,-1.357997831
22,platform5,gene2,-0.199619051
22,platform6,gene2,0.631523128
22,platform1,gene3,1.762020903
22,platform2,gene3,0.426014363
22,platform3,gene3,-0.013753416
22,platform4,gene3,-0.30755691
22,platform5,gene3,0.414308164
22,platform6,gene3,0.98905792
22,platform1,gene4,-0.183858311
22,platform2,gene4,0.163761407
22,platform3,gene4,0.216936344
22,platform4,gene4,0.729277634
22,platform5,gene4,1.111380407
22,platform6,gene4,0.279160817
22,platform1,gene5,-0.076170672
22,platform2,gene5,1.394663132
22,platform3,gene5,0.164534118
22,platform4,gene5,1.577851979
22,platform5,gene5,-0.061922658
22,platform6,gene5,0.613922964
22,platform1,gene6,-1.546088594
22,platform2,gene6,-0.112391961
22,platform3,gene6,-0.02179454
22,platform4,gene6,-0.758345417
22,platform5,gene6,-1.035892884
22,platform6,gene6,0.948159303
23,platform1,gene1,0.914158734
23,platform2,gene1,-1.298731995
23,platform3,gene1,0.424378795
23,platform4,gene1,-1.11254532
23,platform5,gene1,-1.051073226
23,platform6,gene1,0.525412448
23,platform1,gene2,-0.686024
23,platform2,gene2,0.993479982
23,platform3,gene2,0.038523599
23,platform4,gene2,0.536148976
23,platform5,gene2,-0.523626698
23,platform6,gene2,-1.151221335
23,platform1,gene3,0.914752241
23,platform2,gene3,0.238071492
23,platform3,gene3,-0.239067759
23,platform4,gene3,0.069235327
23,platform5,gene3,1.325908343
23,platform6,gene3,-0.698166635
23,platform1,gene4,-0.749408444
23,platform2,gene4,-0.619615053
23,platform3,gene4,-1.584991268
23,platform4,gene4,0.819628138
23,platform5,gene4,0.192369647
23,platform6,gene4,0.207171974
23,platform1,gene5,-0.043347354
23,platform2,gene5,-0.510160441
23,platform3,gene5,-0.823418614
23,platform4,gene5,0.851856403
23,platform5,gene5,-1.426184673
23,platform6,gene5,0.440298942
23,platform1,gene6,-0.792611651
23,platform2,gene6,0.282310215
23,platform3,gene6,-0.740690522
23,platform4,gene6,-0.523341683
23,platform5,gene6,1.769365917
23,platform6,gene6,0.668282619
24,platform1,gene1,-2.144897024
24,platform2,gene1,0.126412416
24,platform3,gene1,-0.451812936
24,platform4,gene1,-1.136626188
24,platform5,gene1,0.20978589
24,platform6,gene1,0.129965516
24,platform1,gene2,-0.328506573
24,platform2,gene2,1.972703567
24,platform3,gene2,-2.248690067
24,platform4,gene2,0.838219387
24,platform5,gene2,-0.28902327
24,platform6,gene2,0.656513411
24,platform1,gene3,-0.453997701
24,platform2,gene3,-0.593864562
24,platform3,gene3,-1.710379666
24,platform4,gene3,-0.209448428
24,platform5,gene3,2.478745801
24,platform6,gene3,0.989702208
24,platform1,gene4,1.675572156
